Designator,Mid X,Mid Y,Rotation,Layer
LED1,90.85,-54.47,90.0,top
LED2,110.25,-54.67,90.0,top
LED3,115.25,-54.77,90.0,top
LED4,85.85,-54.37,90.0,top
R1,60.67,-75.8,0.0,top
R2,95.56,-80.85,180.0,bottom
R3,101.85,-89.7,180.0,bottom
R4,95.11,-85.3,180.0,bottom
R5,106.77,-80.85,0.0,bottom
R6,106.77,-84.9,0.0,bottom
U1,100.23,-69.62,0.0,top
U3,132.425,-85.0,0.0,top
U4,145.475,-66.5,0.0,top
U5,100.4,-55.677,0.0,top
